,utdate,quarter,start,stop,start_jd,stop_jd,kpfcc,dark
346,2021-04-29,3,10:19,12:41,2459333.9299531067,2459334.028830601,False,False
347,2021-04-29,4,12:41,15:03,2459334.028830601,2459334.127708095,False,False
348,2021-04-30,1,05:34,07:56,2459334.732507342,2459334.831184795,True,True
349,2021-04-30,2,07:56,10:19,2459334.831184795,2459334.9298622482,False,False
350,2021-04-30,3,10:19,12:41,2459334.9298622482,2459335.0285397014,False,False
351,2021-04-30,4,12:41,15:03,2459335.0285397014,2459335.1272171545,False,False
352,2021-05-01,1,05:35,07:57,2459335.7328200135,2459335.8312989105,False,True
353,2021-05-01,2,07:57,10:18,2459335.8312989105,2459335.929777807,False,False
354,2021-05-01,3,10:18,12:40,2459335.929777807,2459336.028256704,False,False
355,2021-05-01,4,12:40,15:02,2459336.028256704,2459336.1267356006,False,False
356,2021-05-02,1,05:35,07:57,2459336.733136063,2459336.831417976,False,True
357,2021-05-02,2,07:57,10:18,2459336.831417976,2459336.929699889,False,False
358,2021-05-02,3,10:18,12:40,2459336.929699889,2459337.0279818014,True,False
359,2021-05-02,4,12:40,15:01,2459337.0279818014,2459337.1262637144,True,False
360,2021-05-03,1,05:36,07:57,2459337.733455393,2459337.8315419857,False,True
361,2021-05-03,2,07:57,10:18,2459337.8315419857,2459337.9296285785,False,True
362,2021-05-03,3,10:18,12:39,2459337.9296285785,2459338.0277151708,True,False
363,2021-05-03,4,12:39,15:01,2459338.0277151708,2459338.1258017635,True,False
364,2021-05-04,1,05:36,07:57,2459338.7337778835,2459338.831670913,False,True
365,2021-05-04,2,07:57,10:18,2459338.831670913,2459338.9295639424,False,True
366,2021-05-04,3,10:18,12:39,2459338.9295639424,2459339.027456972,False,False
367,2021-05-04,4,12:39,15:00,2459339.027456972,2459339.1253500013,True,False
368,2021-05-05,1,05:37,07:57,2459339.734103393,2459339.831804711,True,True
369,2021-05-05,2,07:57,10:18,2459339.831804711,2459339.929506029,False,True
370,2021-05-05,3,10:18,12:39,2459339.929506029,2459340.027207347,False,False
371,2021-05-05,4,12:39,14:59,2459340.027207347,2459340.124908665,False,False
372,2021-05-06,1,05:37,07:57,2459340.734431758,2459340.8319433136,True,True
373,2021-05-06,2,07:57,10:18,2459340.8319433136,2459340.9294548696,False,True
374,2021-05-06,3,10:18,12:38,2459340.9294548696,2459341.026966425,False,True
375,2021-05-06,4,12:38,14:59,2459341.026966425,2459341.1244779807,False,False
376,2021-05-07,1,05:38,07:58,2459341.7347627985,2459341.8320864444,False,True
377,2021-05-07,2,07:58,10:18,2459341.8320864444,2459341.9294100907,False,True
378,2021-05-07,3,10:18,12:38,2459341.9294100907,2459342.0267337365,False,True
379,2021-05-07,4,12:38,14:58,2459342.0267337365,2459342.1240573823,False,False
380,2021-05-08,1,05:38,07:58,2459342.7350978306,2459342.832234746,False,True
381,2021-05-08,2,07:58,10:18,2459342.832234746,2459342.9293716615,False,True
382,2021-05-08,3,10:18,12:38,2459342.9293716615,2459343.0265085767,False,True
383,2021-05-08,4,12:38,14:58,2459343.0265085767,2459343.123645492,False,False
384,2021-05-09,1,05:39,07:58,2459343.735436246,2459343.8323884024,False,True
385,2021-05-09,2,07:58,10:18,2459343.8323884024,2459343.929340559,False,True
386,2021-05-09,3,10:18,12:37,2459343.929340559,2459344.0262927157,False,True
387,2021-05-09,4,12:37,14:57,2459344.0262927157,2459344.1232448723,False,False
388,2021-05-10,1,05:39,07:58,2459344.735776778,2459344.8325465107,False,True
389,2021-05-10,2,07:58,10:18,2459344.8325465107,2459344.9293162436,False,True
390,2021-05-10,3,10:18,12:37,2459344.9293162436,2459345.0260859765,False,True
391,2021-05-10,4,12:37,14:56,2459345.0260859765,2459345.1228557094,False,True
392,2021-05-11,1,05:40,07:59,2459345.736119183,2459345.832708932,False,True
393,2021-05-11,2,07:59,10:18,2459345.832708932,2459345.929298681,False,True
394,2021-05-11,3,10:18,12:37,2459345.929298681,2459346.0258884304,False,True
395,2021-05-11,4,12:37,14:56,2459346.0258884304,2459346.1224781796,False,True
396,2021-05-12,1,05:40,07:59,2459346.7364632036,2459346.832875516,False,True
397,2021-05-12,2,07:59,10:18,2459346.832875516,2459346.9292878276,False,True
398,2021-05-12,3,10:18,12:37,2459346.9292878276,2459347.02570014,False,True
399,2021-05-12,4,12:37,14:55,2459347.02570014,2459347.1221124516,False,True
400,2021-05-13,1,05:41,07:59,2459347.736808571,2459347.833046099,True,False
401,2021-05-13,2,07:59,10:18,2459347.833046099,2459347.9292836273,False,True
402,2021-05-13,3,10:18,12:36,2459347.9292836273,2459348.025521155,False,True
403,2021-05-13,4,12:36,14:55,2459348.025521155,2459348.121758683,False,True
404,2021-05-14,1,05:41,07:59,2459348.7371550067,2459348.833220512,True,False
405,2021-05-14,2,07:59,10:18,2459348.833220512,2459348.929286017,False,True
406,2021-05-14,3,10:18,12:36,2459348.929286017,2459349.0253515225,False,True
407,2021-05-14,4,12:36,14:54,2459349.0253515225,2459349.1214170274,False,True
408,2021-05-15,1,05:42,08:00,2459349.737502222,2459349.8333985736,False,False
409,2021-05-15,2,08:00,10:18,2459349.8333985736,2459349.929294925,False,True
410,2021-05-15,3,10:18,12:36,2459349.929294925,2459350.0251912763,False,True
411,2021-05-15,4,12:36,14:54,2459350.0251912763,2459350.121087628,True,True
412,2021-05-16,1,05:42,08:00,2459350.7378499196,2459350.8335800963,True,False
413,2021-05-16,2,08:00,10:18,2459350.8335800963,2459350.9293102724,False,False
414,2021-05-16,3,10:18,12:36,2459350.9293102724,2459351.0250404486,False,True
415,2021-05-16,4,12:36,14:53,2459351.0250404486,2459351.1207706253,False,True
416,2021-05-17,1,05:43,08:00,2459351.7381977965,2459351.8337648846,True,False
417,2021-05-17,2,08:00,10:18,2459351.8337648846,2459351.929331973,False,False
418,2021-05-17,3,10:18,12:35,2459351.929331973,2459352.0248990613,False,True
419,2021-05-17,4,12:35,14:53,2459352.0248990613,2459352.1204661494,False,True
420,2021-05-18,1,05:43,08:00,2459352.7385455417,2459352.8339527384,False,False
421,2021-05-18,2,08:00,10:18,2459352.8339527384,2459352.929359935,False,False
422,2021-05-18,3,10:18,12:35,2459352.929359935,2459353.0247671315,True,True
423,2021-05-18,4,12:35,14:53,2459353.0247671315,2459353.1201743283,True,True
424,2021-05-19,1,05:44,08:01,2459353.7388928435,2459353.8341434537,False,False
425,2021-05-19,2,08:01,10:18,2459353.8341434537,2459353.929394064,False,False
426,2021-05-19,3,10:18,12:35,2459353.929394064,2459354.024644674,False,False
427,2021-05-19,4,12:35,14:52,2459354.024644674,2459354.119895284,False,True
428,2021-05-20,1,05:44,08:01,2459354.73923939,2459354.8343368266,True,False
429,2021-05-20,2,08:01,10:18,2459354.8343368266,2459354.9294342636,False,False
430,2021-05-20,3,10:18,12:35,2459354.9294342636,2459355.0245317,False,False
431,2021-05-20,4,12:35,14:52,2459355.0245317,2459355.1196291368,False,True
432,2021-05-21,1,05:45,08:01,2459355.73958487,2459355.834532653,False,False
433,2021-05-21,2,08:01,10:18,2459355.834532653,2459355.929480436,False,False
434,2021-05-21,3,10:18,12:35,2459355.929480436,2459356.024428218,False,False
435,2021-05-21,4,12:35,14:51,2459356.024428218,2459356.119376001,False,True
436,2021-05-22,1,05:45,08:02,2459356.7399289794,2459356.8347307327,False,False
437,2021-05-22,2,08:02,10:18,2459356.8347307327,2459356.929532486,False,False
438,2021-05-22,3,10:18,12:35,2459356.929532486,2459357.0243342393,False,False
439,2021-05-22,4,12:35,14:51,2459357.0243342393,2459357.1191359926,True,False
440,2021-05-23,1,05:45,08:02,2459357.7402714235,2459357.8349308735,False,False
441,2021-05-23,2,08:02,10:18,2459357.8349308735,2459357.929590324,False,False
442,2021-05-23,3,10:18,12:34,2459357.929590324,2459358.024249774,True,False
443,2021-05-23,4,12:34,14:51,2459358.024249774,2459358.118909224,True,False
444,2021-05-24,1,05:46,08:02,2459358.74061192,2459358.835132892,False,False
445,2021-05-24,2,08:02,10:18,2459358.835132892,2459358.9296538634,False,False
446,2021-05-24,3,10:18,12:34,2459358.9296538634,2459359.024174835,False,False
447,2021-05-24,4,12:34,14:50,2459359.024174835,2459359.1186958067,True,False
448,2021-05-25,1,05:46,08:02,2459359.7409502,2459359.8353366125,False,False
449,2021-05-25,2,08:02,10:18,2459359.8353366125,2459359.9297230258,False,False
450,2021-05-25,3,10:18,12:34,2459359.9297230258,2459360.0241094385,False,False
451,2021-05-25,4,12:34,14:50,2459360.0241094385,2459360.1184958513,True,False
452,2021-05-26,1,05:47,08:03,2459360.741286003,2459360.8355418677,True,False
453,2021-05-26,2,08:03,10:18,2459360.8355418677,2459360.9297977327,False,False
454,2021-05-26,3,10:18,12:34,2459360.9297977327,2459361.0240535974,False,False
455,2021-05-26,4,12:34,14:50,2459361.0240535974,2459361.118309462,False,False
456,2021-05-27,1,05:47,08:03,2459361.741619152,2459361.8357485486,False,False
457,2021-05-27,2,08:03,10:19,2459361.8357485486,2459361.929877945,False,False
458,2021-05-27,3,10:19,12:34,2459361.929877945,2459362.024007342,False,False
459,2021-05-27,4,12:34,14:50,2459362.024007342,2459362.1181367384,True,False
460,2021-05-28,1,05:48,08:03,2459362.7419524877,2459362.835958808,False,False
461,2021-05-28,2,08:03,10:19,2459362.835958808,2459362.929965129,False,False
462,2021-05-28,3,10:19,12:34,2459362.929965129,2459363.0239714496,False,False
463,2021-05-28,4,12:34,14:49,2459363.0239714496,2459363.11797777,True,False
464,2021-05-29,1,05:48,08:04,2459363.7422825345,2459363.836170059,True,False
465,2021-05-29,2,08:04,10:19,2459363.836170059,2459363.930057584,False,False
466,2021-05-29,3,10:19,12:34,2459363.930057584,2459364.0239451085,False,False
467,2021-05-29,4,12:34,14:49,2459364.0239451085,2459364.117832633,False,False
468,2021-05-30,1,05:49,08:04,2459364.7426089877,2459364.836382088,True,True
469,2021-05-30,2,08:04,10:19,2459364.836382088,2459364.930155188,False,False
470,2021-05-30,3,10:19,12:34,2459364.930155188,2459365.0239282874,False,False
471,2021-05-30,4,12:34,14:49,2459365.0239282874,2459365.1177013875,False,False
472,2021-05-31,1,05:49,08:04,2459365.742931523,2459365.8365946594,False,True
473,2021-05-31,2,08:04,10:19,2459365.8365946594,2459365.930257796,False,False
474,2021-05-31,3,10:19,12:34,2459365.930257796,2459366.0239209323,True,False
475,2021-05-31,4,12:34,14:49,2459366.0239209323,2459366.117584069,True,False
476,2021-06-01,1,05:50,08:05,2459366.7432497996,2459366.836807523,False,True
477,2021-06-01,2,08:05,10:19,2459366.836807523,2459366.930365246,False,True
478,2021-06-01,3,10:19,12:34,2459366.930365246,2459367.0239229687,True,False
479,2021-06-01,4,12:34,14:49,2459367.0239229687,2459367.117480692,True,False
480,2021-06-02,1,05:50,08:05,2459367.7435634634,2459367.837020258,True,True
481,2021-06-02,2,08:05,10:19,2459367.837020258,2459367.9304770525,False,True
482,2021-06-02,3,10:19,12:34,2459367.9304770525,2459368.023933847,False,False
483,2021-06-02,4,12:34,14:49,2459368.023933847,2459368.1173906415,False,False
484,2021-06-03,1,05:51,08:05,2459368.7438721466,2459368.8372326856,False,True
485,2021-06-03,2,08:05,10:20,2459368.8372326856,2459368.9305932247,False,True
486,2021-06-03,3,10:20,12:34,2459368.9305932247,2459369.023953764,False,False
487,2021-06-03,4,12:34,14:48,2459369.023953764,2459369.117314303,True,False
488,2021-06-04,1,05:51,08:05,2459369.744175473,2459369.837444591,True,True
489,2021-06-04,2,08:05,10:20,2459369.837444591,2459369.930713708,True,True
490,2021-06-04,3,10:20,12:34,2459369.930713708,2459370.0239828257,False,False
491,2021-06-04,4,12:34,14:48,2459370.0239828257,2459370.117251943,False,False
492,2021-06-05,1,05:52,08:06,2459370.7444730597,2459370.837655667,False,True
493,2021-06-05,2,08:06,10:20,2459370.837655667,2459370.9308382743,False,True
494,2021-06-05,3,10:20,12:34,2459370.9308382743,2459371.0240208814,False,True
495,2021-06-05,4,12:34,14:48,2459371.0240208814,2459371.117203489,True,False
496,2021-06-06,1,05:52,08:06,2459371.7447645194,2459371.8378656018,False,True
497,2021-06-06,2,08:06,10:20,2459371.8378656018,2459371.9309666837,False,True
498,2021-06-06,3,10:20,12:34,2459371.9309666837,2459372.024067766,False,True
499,2021-06-06,4,12:34,14:48,2459372.024067766,2459372.117168848,False,False
500,2021-06-07,1,05:52,08:06,2459372.74504946,2459372.8380740723,False,True
501,2021-06-07,2,08:06,10:20,2459372.8380740723,2459372.9310986847,False,True
502,2021-06-07,3,10:20,12:34,2459372.9310986847,2459373.0241232966,False,True
503,2021-06-07,4,12:34,14:48,2459373.0241232966,2459373.117147909,True,False
504,2021-06-08,1,05:53,08:07,2459373.745327489,2459373.8382807528,False,True
505,2021-06-08,2,08:07,10:20,2459373.8382807528,2459373.9312340165,False,True
506,2021-06-08,3,10:20,12:34,2459373.9312340165,2459374.0241872803,False,True
507,2021-06-08,4,12:34,14:48,2459374.0241872803,2459374.117140544,False,False
508,2021-06-09,1,05:53,08:07,2459374.7455982124,2459374.8384853113,False,True
509,2021-06-09,2,08:07,10:21,2459374.8384853113,2459374.9313724097,False,True
510,2021-06-09,3,10:21,12:34,2459374.9313724097,2459375.0242595086,False,True
511,2021-06-09,4,12:34,14:48,2459375.0242595086,2459375.117146607,False,True
512,2021-06-10,1,05:54,08:07,2459375.7458612365,2459375.838687411,False,True
513,2021-06-10,2,08:07,10:21,2459375.838687411,2459375.9315135856,False,True
514,2021-06-10,3,10:21,12:35,2459375.9315135856,2459376.02433976,False,True
515,2021-06-10,4,12:35,14:48,2459376.02433976,2459376.1171659348,False,True
516,2021-06-11,1,05:54,08:07,2459376.7461161683,2459376.8388867136,False,True
517,2021-06-11,2,08:07,10:21,2459376.8388867136,2459376.9316572584,False,True
518,2021-06-11,3,10:21,12:35,2459376.9316572584,2459377.0244278032,False,True
519,2021-06-11,4,12:35,14:48,2459377.0244278032,2459377.1171983485,False,True
520,2021-06-12,1,05:54,08:08,2459377.7463626177,2459377.8390828776,False,False
521,2021-06-12,2,08:08,10:21,2459377.8390828776,2459377.9318031375,False,True
522,2021-06-12,3,10:21,12:35,2459377.9318031375,2459378.024523397,False,True
523,2021-06-12,4,12:35,14:48,2459378.024523397,2459378.117243657,True,True
524,2021-06-13,1,05:55,08:08,2459378.7466002,2459378.8392755636,True,False
525,2021-06-13,2,08:08,10:22,2459378.8392755636,2459378.9319509272,False,True
526,2021-06-13,3,10:22,12:35,2459378.9319509272,2459379.0246262904,False,True
527,2021-06-13,4,12:35,14:48,2459379.0246262904,2459379.117301654,False,True
528,2021-06-14,1,05:55,08:08,2459379.746828536,2459379.839464433,False,False
529,2021-06-14,2,08:08,10:22,2459379.839464433,2459379.93210033,False,True
530,2021-06-14,3,10:22,12:35,2459379.93210033,2459380.0247362265,False,True
531,2021-06-14,4,12:35,14:49,2459380.0247362265,2459380.1173721235,True,True
532,2021-06-15,1,05:55,08:09,2459380.7470472576,2459380.839649139,False,False
533,2021-06-15,2,08:09,10:22,2459380.839649139,2459380.9322510203,False,False
534,2021-06-15,3,10:22,12:35,2459380.9322510203,2459381.024852901,False,True
535,2021-06-15,4,12:35,14:49,2459381.024852901,2459381.1174547826,True,True
536,2021-06-16,1,05:56,08:09,2459381.7472560056,2459381.8398291236,False,False
537,2021-06-16,2,08:09,10:22,2459381.8398291236,2459381.9324022415,False,False
538,2021-06-16,3,10:22,12:35,2459381.9324022415,2459382.024975359,True,True
539,2021-06-16,4,12:35,14:49,2459382.024975359,2459382.117548477,True,True
540,2021-06-17,1,05:56,08:09,2459382.747454438,2459382.8400042807,False,False
541,2021-06-17,2,08:09,10:22,2459382.8400042807,2459382.932554123,False,False
542,2021-06-17,3,10:22,12:36,2459382.932554123,2459383.025103966,False,True
543,2021-06-17,4,12:36,14:49,2459383.025103966,2459383.117653808,False,True
544,2021-06-18,1,05:56,08:09,2459383.747642229,2459383.8401743053,False,False
545,2021-06-18,2,08:09,10:23,2459383.8401743053,2459383.9327063817,False,False
546,2021-06-18,3,10:23,12:36,2459383.9327063817,2459384.025238458,False,False
547,2021-06-18,4,12:36,14:49,2459384.025238458,2459384.1177705345,True,True
548,2021-06-19,1,05:56,08:10,2459384.7478190754,2459384.8403389095,True,False
549,2021-06-19,2,08:10,10:23,2459384.8403389095,2459384.9328587432,True,False
550,2021-06-19,3,10:23,12:36,2459384.9328587432,2459385.0253785774,False,False
551,2021-06-19,4,12:36,14:49,2459385.0253785774,2459385.117898411,False,True
552,2021-06-20,1,05:57,08:10,2459385.7479846976,2459385.840497821,False,False
553,2021-06-20,2,08:10,10:23,2459385.840497821,2459385.933010944,False,False
554,2021-06-20,3,10:23,12:36,2459385.933010944,2459386.0255240677,False,False
555,2021-06-20,4,12:36,14:49,2459386.0255240677,2459386.1180371908,False,True
556,2021-06-21,1,05:57,08:10,2459386.748138844,2459386.8406507904,True,False
557,2021-06-21,2,08:10,10:23,2459386.8406507904,2459386.9331627367,True,False
558,2021-06-21,3,10:23,12:36,2459386.9331627367,2459387.0256746826,False,False
559,2021-06-21,4,12:36,14:50,2459387.0256746826,2459387.118186629,False,False
560,2021-06-22,1,05:57,08:10,2459387.748281292,2459387.84079759,True,False
561,2021-06-22,2,08:10,10:23,2459387.84079759,2459387.933313888,False,False
562,2021-06-22,3,10:23,12:37,2459387.933313888,2459388.0258301855,False,False
563,2021-06-22,4,12:37,14:50,2459388.0258301855,2459388.1183464834,False,False
564,2021-06-23,1,05:57,08:10,2459388.7484128373,2459388.8409387567,False,False
565,2021-06-23,2,08:10,10:24,2459388.8409387567,2459388.9334646757,False,False
566,2021-06-23,3,10:24,12:37,2459388.9334646757,2459389.025990595,True,False
567,2021-06-23,4,12:37,14:50,2459389.025990595,2459389.118516514,True,False
568,2021-06-24,1,05:57,08:11,2459389.7485326263,2459389.8410735903,True,False
569,2021-06-24,2,08:11,10:24,2459389.8410735903,2459389.9336145543,False,False
570,2021-06-24,3,10:24,12:37,2459389.9336145543,2459390.026155518,False,False
571,2021-06-24,4,12:37,14:50,2459390.026155518,2459390.118696482,False,False
572,2021-06-25,1,05:58,08:11,2459390.748640047,2459390.841201572,False,False
573,2021-06-25,2,08:11,10:24,2459390.841201572,2459390.9337630975,False,False
574,2021-06-25,3,10:24,12:37,2459390.9337630975,2459391.026324623,False,False
575,2021-06-25,4,12:37,14:51,2459391.026324623,2459391.118886148,True,False
576,2021-06-26,1,05:58,08:11,2459391.7487349454,2459391.841322527,True,False
577,2021-06-26,2,08:11,10:24,2459391.841322527,2459391.9339101077,False,False
578,2021-06-26,3,10:24,12:38,2459391.9339101077,2459392.026497689,False,False
579,2021-06-26,4,12:38,14:51,2459392.026497689,2459392.11908527,False,False
580,2021-06-27,1,05:58,08:11,2459392.7488171705,2459392.841436277,False,False
581,2021-06-27,2,08:11,10:25,2459392.841436277,2459392.9340553833,False,False
582,2021-06-27,3,10:25,12:38,2459392.9340553833,2459393.0266744895,False,False
583,2021-06-27,4,12:38,14:51,2459393.0266744895,2459393.119293596,False,False
584,2021-06-28,1,05:58,08:11,2459393.7488865717,2459393.8415426435,False,True
585,2021-06-28,2,08:11,10:25,2459393.8415426435,2459393.9341987153,False,False
586,2021-06-28,3,10:25,12:38,2459393.9341987153,2459394.026854787,False,False
587,2021-06-28,4,12:38,14:52,2459394.026854787,2459394.119510859,False,False
588,2021-06-29,1,05:58,08:11,2459394.748942997,2459394.841641441,False,True
589,2021-06-29,2,08:11,10:25,2459394.841641441,2459394.9343398856,False,False
590,2021-06-29,3,10:25,12:38,2459394.9343398856,2459395.0270383297,False,False
591,2021-06-29,4,12:38,14:52,2459395.0270383297,2459395.119736774,True,False
592,2021-06-30,1,05:58,08:12,2459395.7489862954,2459395.841732481,True,True
593,2021-06-30,2,08:12,10:25,2459395.841732481,2459395.9344786666,False,False
594,2021-06-30,3,10:25,12:39,2459395.9344786666,2459396.027224852,False,False
595,2021-06-30,4,12:39,14:52,2459396.027224852,2459396.1199710374,False,False
596,2021-07-01,1,05:58,08:12,2459396.74901632,2459396.8418155718,True,True
597,2021-07-01,2,08:12,10:25,2459396.8418155718,2459396.9346148237,False,False
598,2021-07-01,3,10:25,12:39,2459396.9346148237,2459397.0274140756,False,False
599,2021-07-01,4,12:39,14:53,2459397.0274140756,2459397.1202133275,False,False
600,2021-07-02,1,05:58,08:12,2459397.749032925,2459397.8418905204,False,True
601,2021-07-02,2,08:12,10:26,2459397.8418905204,2459397.9347481155,False,True
602,2021-07-02,3,10:26,12:39,2459397.9347481155,2459398.0276057106,False,False
603,2021-07-02,4,12:39,14:53,2459398.0276057106,2459398.120463306,True,False
604,2021-07-03,1,05:58,08:12,2459398.7490359717,2459398.841957134,True,True
605,2021-07-03,2,08:12,10:26,2459398.841957134,2459398.9348782967,True,True
606,2021-07-03,3,10:26,12:40,2459398.9348782967,2459399.027799459,False,False
607,2021-07-03,4,12:40,14:53,2459399.027799459,2459399.1207206217,False,False
608,2021-07-04,1,05:58,08:12,2459399.749025329,2459399.8420152245,False,True
609,2021-07-04,2,08:12,10:26,2459399.8420152245,2459399.9350051205,False,True
610,2021-07-04,3,10:26,12:40,2459399.9350051205,2459400.027995016,False,False
611,2021-07-04,4,12:40,14:54,2459400.027995016,2459400.1209849115,True,False
612,2021-07-05,1,05:58,08:12,2459400.7490008725,2459400.842064605,True,True
613,2021-07-05,2,08:12,10:26,2459400.842064605,2459400.9351283372,True,True
614,2021-07-05,3,10:26,12:40,2459400.9351283372,2459401.0281920694,False,False
615,2021-07-05,4,12:40,14:54,2459401.0281920694,2459401.121255802,False,False
616,2021-07-06,1,05:58,08:12,2459401.748962487,2459401.842105093,False,True
617,2021-07-06,2,08:12,10:26,2459401.842105093,2459401.9352476993,False,True
618,2021-07-06,3,10:26,12:40,2459401.9352476993,2459402.028390305,False,True
619,2021-07-06,4,12:40,14:55,2459402.028390305,2459402.121532911,True,False
620,2021-07-07,1,05:58,08:12,2459402.7489100657,2459402.8421365116,False,True
621,2021-07-07,2,08:12,10:26,2459402.8421365116,2459402.9353629574,False,True
622,2021-07-07,3,10:26,12:41,2459402.9353629574,2459403.0285894033,True,True
623,2021-07-07,4,12:41,14:55,2459403.0285894033,2459403.121815849,True,False
624,2021-07-08,1,05:58,08:12,2459403.748843511,2459403.842158688,True,True
625,2021-07-08,2,08:12,10:27,2459403.842158688,2459403.9354738654,False,True
626,2021-07-08,3,10:27,12:41,2459403.9354738654,2459404.028789042,False,True
627,2021-07-08,4,12:41,14:55,2459404.028789042,2459404.122104219,False,False
628,2021-07-09,1,05:58,08:12,2459404.748762734,2459404.8421714553,False,True
629,2021-07-09,2,08:12,10:27,2459404.8421714553,2459404.9355801768,False,True
630,2021-07-09,3,10:27,12:41,2459404.9355801768,2459405.028988898,False,True
631,2021-07-09,4,12:41,14:56,2459405.028988898,2459405.1223976193,False,True
632,2021-07-10,1,05:58,08:12,2459405.7486676527,2459405.84217465,False,True
633,2021-07-10,2,08:12,10:27,2459405.84217465,2459405.9356816476,False,True
634,2021-07-10,3,10:27,12:42,2459405.9356816476,2459406.029188645,False,True
635,2021-07-10,4,12:42,14:56,2459406.029188645,2459406.1226956425,False,True
636,2021-07-11,1,05:57,08:12,2459406.7485581986,2459406.8421681193,False,False
637,2021-07-11,2,08:12,10:27,2459406.8421681193,2459406.93577804,False,True
638,2021-07-11,3,10:27,12:42,2459406.93577804,2459407.02938796,False,True
639,2021-07-11,4,12:42,14:57,2459407.02938796,2459407.122997881,True,True
640,2021-07-12,1,05:57,08:12,2459407.7484343112,2459407.842151715,False,False
641,2021-07-12,2,08:12,10:27,2459407.842151715,2459407.935869119,False,True
642,2021-07-12,3,10:27,12:42,2459407.935869119,2459408.029586523,False,True
643,2021-07-12,4,12:42,14:57,2459408.029586523,2459408.1233039265,False,True
644,2021-07-13,1,05:57,08:12,2459408.7482962054,2459408.842125498,True,False
645,2021-07-13,2,08:12,10:27,2459408.842125498,2459408.9359547906,True,True
646,2021-07-13,3,10:27,12:42,2459408.9359547906,2459409.0297840834,False,True
647,2021-07-13,4,12:42,14:58,2459409.0297840834,2459409.1236133757,False,True
648,2021-07-14,1,05:57,08:12,2459409.7481448418,2459409.842090089,False,False
649,2021-07-14,2,08:12,10:27,2459409.842090089,2459409.9360353355,False,True
650,2021-07-14,3,10:27,12:43,2459409.9360353355,2459410.029980582,True,True
651,2021-07-14,4,12:43,14:58,2459410.029980582,2459410.1239258293,True,True
652,2021-07-15,1,05:57,08:12,2459410.747979075,2459410.842044335,True,False
653,2021-07-15,2,08:12,10:27,2459410.842044335,2459410.9361095945,True,False
654,2021-07-15,3,10:27,12:43,2459410.9361095945,2459411.030174854,False,True
655,2021-07-15,4,12:43,14:58,2459411.030174854,2459411.124240114,False,True
656,2021-07-16,1,05:56,08:12,2459411.7477989094,2459411.8419877626,True,False
657,2021-07-16,2,08:12,10:28,2459411.8419877626,2459411.9361766162,False,False
658,2021-07-16,3,10:28,12:43,2459411.9361766162,2459412.0303654694,False,True
659,2021-07-16,4,12:43,14:59,2459412.0303654694,2459412.1245543226,False,True
660,2021-07-17,1,05:56,08:12,2459412.7476043706,2459412.841920883,True,False
661,2021-07-17,2,08:12,10:28,2459412.841920883,2459412.9362373953,True,False
662,2021-07-17,3,10:28,12:43,2459412.9362373953,2459413.030553907,False,True
663,2021-07-17,4,12:43,14:59,2459413.030553907,2459413.1248704195,False,True
664,2021-07-18,1,05:56,08:12,2459413.74739551,2459413.8418436483,False,False
665,2021-07-18,2,08:12,10:28,2459413.8418436483,2459413.936291787,False,False
666,2021-07-18,3,10:28,12:44,2459413.936291787,2459414.030739925,False,False
667,2021-07-18,4,12:44,15:00,2459414.030739925,2459414.1251880634,False,True
668,2021-07-19,1,05:55,08:12,2459414.747172404,2459414.8417560356,True,False
669,2021-07-19,2,08:12,10:28,2459414.8417560356,2459414.936339667,False,False
670,2021-07-19,3,10:28,12:44,2459414.936339667,2459415.030923298,False,False
671,2021-07-19,4,12:44,15:00,2459415.030923298,2459415.1255069296,False,True
672,2021-07-20,1,05:55,08:11,2459415.746935159,2459415.8416580483,False,False
673,2021-07-20,2,08:11,10:28,2459415.8416580483,2459415.9363809377,False,False
674,2021-07-20,3,10:28,12:44,2459415.9363809377,2459416.0311038266,True,False
675,2021-07-20,4,12:44,15:01,2459416.0311038266,2459416.125826716,True,True
676,2021-07-21,1,05:55,08:11,2459416.7466839044,2459416.8415497127,True,False
677,2021-07-21,2,08:11,10:28,2459416.8415497127,2459416.9364155214,False,False
678,2021-07-21,3,10:28,12:45,2459416.9364155214,2459417.0312813297,False,False
679,2021-07-21,4,12:45,15:01,2459417.0312813297,2459417.126147138,False,False
680,2021-07-22,1,05:54,08:11,2459417.746418793,2459417.8414310785,True,False
681,2021-07-22,2,08:11,10:28,2459417.8414310785,2459417.9364433642,False,False
682,2021-07-22,3,10:28,12:45,2459417.9364433642,2459418.0314556495,False,False
683,2021-07-22,4,12:45,15:02,2459418.0314556495,2459418.126467935,False,False
684,2021-07-23,1,05:54,08:11,2459418.746139992,2459418.84130221,True,False
685,2021-07-23,2,08:11,10:28,2459418.84130221,2459418.9364644275,False,False
686,2021-07-23,3,10:28,12:45,2459418.9364644275,2459419.0316266455,False,False
687,2021-07-23,4,12:45,15:02,2459419.0316266455,2459419.126788863,False,False
688,2021-07-24,1,05:54,08:11,2459419.74584768,2459419.841163184,True,False
689,2021-07-24,2,08:11,10:28,2459419.841163184,2459419.936478688,False,False
690,2021-07-24,3,10:28,12:45,2459419.936478688,2459420.0317941913,False,False
691,2021-07-24,4,12:45,15:03,2459420.0317941913,2459420.127109695,False,False
692,2021-07-25,1,05:53,08:11,2459420.745542041,2459420.841014085,True,False
693,2021-07-25,2,08:11,10:28,2459420.841014085,2459420.9364861283,False,False
